"library"	"collection"	"category"	"year"	"title"	"author"	"journal"	"book_title"	"editor"	"abstract"	"volume"	"issue"	"pages"	"publisher"	"place"	"institution"	"doi"	"url"	"note"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Chapter 4.7 - Food webs and trophic interactions in intermittent rivers and ephemeral streams"	"McIntosh, Angus R. ; Leigh, Catherine ; Boersma, Kate S. ; McHugh, Peter A. ; Febria, Catherine ; García-Berthou, Emili"	NA	"Intermittent rivers and ephemeral streams"	"Datry, Thibault ; Bonada, Núria ; Boulton, Andrew J."	NA	NA	NA	"323–347"	"Ecology and Management"	"Academic Press"	NA	NA	NA	"pubid: sYWwZaPVD1oC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"Ecology and feeding habits drive infection of water bugs with mycobacterium ulcerans"	"Meyin A. Ebong, Solange ; García-Peña, Gabriel E. ; Pluot-Sigwalt, Dominique ; Marsollier, Laurent ; Le Gall, Philippe ; Eyangoh, Sara ; Guégan, Jean-François"	"EcoHealth"	NA	NA	"Mycobacterium ulcerans (MU), the causative agent of Buruli ulcer, is present in a wide spectrum of environments, including terrestrial and aquatic ecosystems in tropical regions. The most promising studies on the epidemiological risk of this disease suggest that some ecological settings may favor infection of animals with MU including human. A species' needs and impacts on resources and the environment, i.e., its ecological niche, may influence its susceptibility to be infected by this microbial form. For example, some Naucoridae may dive in fresh waters to prey upon infected animals and thus may get infected with MU. However, these studies have rarely considered that inference on the ecological settings favoring infection and transmission may be confounded because host carrier sister species have similar ecological niches, and potentially the same host–microbe interactions. Hence, a relationship between the ecological niche of Naucoridae and its infection with MU may be due to a symbiotic relationship between the host and the pathogen, rather than its ecological niche. To account for this confounding effect, we investigated the relationships between surrogates of the ecological niche of water bug species and their susceptibility to MU, by performing phylogenetic comparative analyses on a large dataset of 11 families of water bugs collected in 10 different sites across Cameroon, central Africa. Our results indicate that MU circulates and infects a couple of host taxa, i.e., Belostomatidae, Naucoridae, living both in the aquatic vegetation and as predators inside the trophic network and sister species of water bugs have indeed similar host–microbe interactions with MU."	"14"	"2"	"329–341"	NA	NA	NA	"10.1007/s10393-017-1228-y"	NA	"pubid: PZE8UkGerEcC"
"DAFNEE"	"CESAB"	"thesis"	"2017"	"Effets de la mosaïque paysagère proche, de l'histoire et des pratiques de gestion locales sur les communautés taxonomiques et fonctionnelles des Collemboles du sol des parcs urbains méditerranéens : les cas de Naples (Italie) et Montpellier (France)"	"Milano, Vittoria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"https://tel.archives-ouvertes.fr/tel-01863434"	"pubid: g30IDTdgJMgC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"European butterfly populations vary in sensitivity to weather across their geographical ranges"	"Mills, Simon C. ; Oliver, Tom H. ; Bradbury, Richard B. ; Gregory, Richard D. ; Brereton, Tom M. ; Kühn, Elisabeth ; Kuussaari, Mikko ; Musche, Martin ; Roy, David B. ; Schmucki, Reto ; Stefanescu, Constantí ; van Swaay, Chris A. M. ; Evans, Karl L."	"Global Ecology and Biogeography"	NA	NA	"Aim: The aim was to assess the sensitivity of butterfly population dynamics to variation in weather conditions across their geographical ranges, relative to sensitivity to density dependence, and determine whether sensitivity is greater towards latitudinal range margins. Location: Europe. Time period: 1980–2014. Major taxa studied: Butterflies. Methods: We use long-term (35 years) butterfly monitoring data from ¿ 900 sites, ranging from Finland to Spain, grouping sites into 2° latitudinal bands. For 12 univoltine butterfly species with sufficient data from at least four bands, we construct population growth rate models that include density dependence, temperature and precipitation during distinct life-cycle periods, defined to accommodate regional variation in phenology. We use partial R2 values as indicators of butterfly population dynamics' sensitivity to weather and density dependence, and assess how these vary with latitudinal position within a species' distribution. Results: Population growth rates appear uniformly sensitive to density dependence across species' geographical distributions, and sensitivity to density dependence is typically greater than sensitivity to weather. Sensitivity to weather is greatest towards range edges, with symmetry in northern and southern parts of the range. This pattern is not driven by variation in the magnitude of weather variability across the range, topographic heterogeneity, latitudinal range extent or phylogeny. Significant weather variables in population growth rate models appear evenly distributed across the life cycle and across temperature and precipitation, with substantial intraspecific variation across the geographical ranges in the associations between population dynamics and specific weather variables. Main conclusions: Range-edge populations appear more sensitive to changes in weather than those nearer the centre of species' distributions, but density dependence does not exhibit this pattern. Precipitation is as important as temperature in driving butterfly population dynamics. Intraspecific variation in the form and strength of sensitivity to weather suggests that there may be important geographical variation in populations' responses to climate change."	"26"	"12"	"1374–1385"	NA	NA	NA	"10.1111/geb.12659"	"https://onlinelibrary.wiley.com/doi/full/10.1111/geb.12659"	"pubid: anDooRL1HQEC"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Chapter 2 - The effects of invasive species on the decline in species richness: A global meta-analysis"	"Mollot, G. ; Pantel, J. H. ; Romanuk, T. N."	NA	"Networks of invasion: A synthesis of concepts"	"Bohan, David A ; Dumbrell, Alex J ; Massol, François"	"Biological invasions are one of the most important ecological disturbances that threaten native biodiversity. An expected increase in the rate of species extinction will have major effects on the structure and function of ecosystems worldwide. The goal of our study is to determine which ecological properties mediate the impact of invasive species on biodiversity loss on a global scale using a meta-analysis. We considered the role of properties such as the trophic and taxonomic position of invaders, taxonomic groups of invaded systems, the type of habitats invaded and whether the invasive species is included in a list of the most harmful invasive species for biodiversity loss. We compiled 185 studies that included 253 numerical values of changes of species richness due to species invasion. We investigated the role of trophic and taxonomic parameters of invaders, as well as the role of abiotic parameters of habitat on changes in species richness due to biological invasions. Our results show that plant invaders are highly represented (85% of all invaders studied), especially those belonging to the Poaceae family. For animals, predation seems to be the feeding behaviour associated with the greatest decrease in species richness and this relationship is independent of habitat type, with a 21% decline observed in aquatic habitats and a 27% decline in terrestrial habitats. In invaded communities, birds suffer the greatest decline in species richness (41% decline). Finally, we found that species richness declines in Europe are spatially autocorrelated, suggesting that the consequences of invasive species cannot be understood through local-scale analysis alone."	"56"	NA	"61–83"	"Advances in Ecological Research (Vol. 56)"	"Academic Press"	NA	NA	"http://www.sciencedirect.com/science/article/pii/S0065250416300514"	"pubid: kvJssbFybhEC"
"DAFNEE"	"CESAB"	"report"	"2017"	"Database of weeds in cultivation fields of France and UK, with ecological and biogeographical information (Version 1.0.0) [Data set]"	"Munoz, François ; Fried, Guillaume ; Armengot, Laura ; Bourgeois, Bérenger ; Bretagnolle, Vincent ; Chadoeuf, Joel ; Mahaut, Lucie ; Plumejeaud, Christine ; Storkey, Jonathan ; Violle, Cyrille ; Gaba, Sabrina"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Zenodo"	NA	NA	"pubid: IExZWSxeYXUC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"Responses of coral reef fishes to past climate changes are related to life-history traits"	"Ottimofiore, Eduardo ; Albouy, Camille ; Leprieur, Fabien ; Descombes, Patrice ; Kulbicki, Michel ; Mouillot, David ; Parravicini, Valeriano ; Pellissier, Loïc"	"Ecology and Evolution"	NA	NA	"Coral reefs and their associated fauna are largely impacted by ongoing climate change. Unravelling species responses to past climatic variations might provide clues on the consequence of ongoing changes. Here, we tested the relationship between changes in sea surface temperature and sea levels during the Quaternary and present-day distributions of coral reef fish species. We investigated whether species-specific responses are associated with life-history traits. We collected a database of coral reef fish distribution together with life-history traits for the Indo-Pacific Ocean. We ran species distribution models (SDMs) on 3,725 tropical reef fish species using contemporary environmental factors together with a variable describing isolation from stable coral reef areas during the Quaternary. We quantified the variance explained independently by isolation from stable areas in the SDMs and related it to a set of species traits including body size and mobility. The variance purely explained by isolation from stable coral reef areas on the distribution of extant coral reef fish species largely varied across species. We observed a triangular relationship between the contribution of isolation from stable areas in the SDMs and body size. Species, whose distribution is more associated with historical changes, occurred predominantly in the Indo-Australian archipelago, where the mean size of fish assemblages is the lowest. Our results suggest that the legacy of habitat changes of the Quaternary is still detectable in the extant distribution of many fish species, especially those with small body size and the most sedentary. Because they were the least able to colonize distant habitats in the past, fish species with smaller body size might have the most pronounced lags in tracking ongoing climate change."	"7"	"6"	"1996–2005"	NA	NA	NA	"10.1002/ece3.2800"	NA	"pubid: eLRq4zTgah0C"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Chapter 6 - 14 Questions for invasion in ecological networks"	"Pantel, J. H. ; Bohan, D. A. ; Calcagno, Vincent ; David, Patrice ; Duyck, P.-F. ; Kamenova, S. ; Loeuille, N. ; Mollot, G. ; Romanuk, T. N. ; Thébault, Elodie ; Tixier, P. ; Massol, François"	NA	"Networks of invasion: A synthesis of concepts"	"Bohan, David A ; Dumbrell, Alex J ; Massol, François"	"Why do some species successfully invade new environments? Which of these invasive species will alter or even reshape their new environment? The answers to these questions are simultaneously critical and complex. They are critical because invasive species can spectacularly alter their new environment, leading to native species extinctions or loss of important ecosystem functions that fundamentally reduce environmental and societal services. They are complex because invasion success in a novel environment is influenced by various attributes embedded in natural landscapes—biogeographical landscape properties, abiotic environmental characteristics, and the relationship between the invasive species and the resident species present in the new environment. We explore whether a condensed record of the relationships among species, in the form of a network, contains the information needed to understand and predict invasive species success and subsequent impacts. Applying network theory to study invasive species is a relatively novel approach. For this reason, much research will be needed to incorporate existing ecological properties into a network framework and to identify which network features hold the information needed to understand and predict whether or not an invasive species is likely to establish or come to dominate a novel environment. This paper asks and begins to answer the 14 most important questions that biologists must address to integrate network analysis into the study of invasive species. Answering these questions can help ecologists produce a practical monitoring scheme to identify invasive species before they substantially alter native environments or to provide solutions to mitigate their harmful impacts."	"56"	NA	"293–340"	"Advances in Ecological Research (Vol. 56)"	"Academic Press"	NA	NA	"http://www.sciencedirect.com/science/article/pii/S0065250416300575"	"pubid: 3x-KLxxGyuUC"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Chapter 5 - Robustness trade-offs in model food webs: Invasion probability decreases while invasion consequences increase with connectance"	"Romanuk, T. N. ; Zhou, Y. ; Valdovinos, F. S. ; Martinez, N. D."	NA	"Networks of invasion: A synthesis of concepts"	"Bohan, David A ; Dumbrell, Alex J ; Massol, François"	"The invasion of ecosystems by nonnative species is widely considered the greatest threat to biodiversity after habitat loss. Given limited theoretical and empirical understanding of ecological robustness to such perturbations, we simulated invasions of complex ecological networks by integrating the ‘niche model' of food web structure and a nonlinear bioenergetic model of population dynamics. Overall, 7958 successful invasions by 100 different invaders in 150 food webs with 15–29 original species (mean 20) and 5–38% connectance (mean 16%) showed that most (61%) communities were robust to invasion in that they experienced no species loss. The distribution of robustness in terms of the fraction of native species that persisted (mean 94%) was skewed with a long tail reaching to values as low as 20%. Loss of a single species occurred less frequently (14% of cases) than ‘extinction cascades' involving the loss of two or more species (25% of cases). These cascades were often caused by invaders with many prey species and few predator species. While low-connectance webs and webs invaded by omnivores were most likely to lose at least one additional species, high-connectance webs experiencing extinction cascades lost the most species, especially when invaded by secondary consumers. These and earlier simulation results suggest how the structure of invaded communities and the properties of invaders involve trade-offs among robustness and resistance to invasion. For example, high-connectance communities are highly resistant and robust to invasion overall but lose the most species in the relatively few cases when extinctions occur. Low-connectance webs are the least resistant and more often lack robustness but lose the fewest species in the relatively many cases when extinctions occur. Broadly speaking, these findings suggest that high connectance makes food webs rigidly resistant to invasion but more brittle once such rigidity is breached. Low-connectance webs are less rigid while more flexibly suffering fewer extinctions when extinctions occur."	"56"	NA	"263–291"	"Advances in Ecological Research (Vol. 56)"	"Academic Press"	NA	NA	"http://www.sciencedirect.com/science/article/pii/S0065250416300599"	"pubid: 3f9JqYsqVQC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"Biodiversity in perennial and intermittent rivers: A meta-analysis"	"Soria, Maria ; Leigh, Catherine ; Datry, Thibault ; Bini, Luis Mauricio ; Bonada, Núria"	"Oikos"	NA	NA	"Comprehensive knowledge of the effects of disturbances on biodiversity is crucial for conservation and management, not least because ecosystems with low biodiversity may be the most vulnerable. In rivers, the role of disturbance in shaping aquatic biodiversity has mainly focused on floods. Perennial rivers (PRs) often flood, whereas intermittent rivers (IRs) flood, stop flowing and dry. Despite the recent and significant increase in research on IRs, controversy remains about whether they are more or less biodiverse than PRs. Our aim was to determine (Q1) if PRs and IRs differ in biodiversity and (Q2) if the direction and magnitude of the differences (effect sizes) are related to environmental (climate, season, habitat, longitudinal zonation and anthropogenic disturbance) and/or biological factors (taxonomic group). We conducted a meta-analysis on 44 published studies of PR and IR biodiversity that had replicated data. We applied random effects models to the data to obtain weighted mean effect sizes for differences between PRs and IRs, and their confidence intervals, by first considering all studies and then by splitting studies into groups on the basis of the above factors. We found that biodiversity was significantly higher in PRs than in IRs (Q1). We also detected significant differences (PRs  IRs) in studies of macroinvertebrates, in those conducted within arid and temperate climates, dry and wet sampling seasons, headwaters, and regions subject to different levels of anthropogenic disturbance (Q2). Our meta-analysis suggests that the expected increase in the prevalence of IRs in certain regions of the world due to global change could result in a decrease in freshwater biodiversity. To better manage and preserve aquatic biodiversity under future global change scenarios and to avoid potential ecosystem consequences of biodiversity loss, conservation efforts should be targeted towards those environmental conditions or taxonomic groups with significant differences (PRs  IRs)."	"126"	"8"	"1078–1089"	NA	NA	NA	"10.1111/oik.04118"	NA	"pubid: ON9TkA72AHEC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"Exploring the floristic diversity of tropical Africa"	"Sosef, Marc S. M. ; Dauby, Gilles ; Blach-Overgaard, Anne ; van der Burgt, Xander ; Catarino, Luís ; Damen, Theo ; Deblauwe, Vincent ; Dessein, Steven ; Dransfield, John ; Droissart, Vincent ; Duarte, Maria Cristina ; Engledow, Henry ; Fadeur, Geoffrey ; Figueira, Rui ; Gereau, Roy E. ; Hardy, Oliver J. ; Harris, David J. ; de Heij, Janneke ; Janssens, Steven B. ; Klomberg, Yannick ; Ley, Alexandra C. ; MacKinder, Barbara A. ; Meerts, Pierre ; van de Poel, Jeike L. ; Sonké, Bonaventure ; Stévart, Tariq ; Stoffelen, Piet ; Svenning, Jens-Christian ; Sepulchre, Pierre ; Zaiss, Rainer ; Wieringa, Jan J. ; Couvreur, Thomas L. P."	"BMC Biology"	NA	NA	"Understanding the patterns of biodiversity distribution and what influences them is a fundamental pre-requisite for effective conservation and sustainable utilisation of biodiversity. Such knowledge is increasingly urgent as biodiversity responds to the ongoing effects of global climate change. Nowhere is this more acute than in species-rich tropical Africa, where so little is known about plant diversity and its distribution. In this paper, we use RAINBIO – one of the largest mega-databases of tropical African vascular plant species distributions ever compiled – to address questions about plant and growth form diversity across tropical Africa. The filtered RAINBIO dataset contains 609,776 georeferenced records representing 22,577 species. Growth form data are recorded for 97% of all species. Records are well distributed, but heterogeneous across the continent. Overall, tropical Africa remains poorly sampled. When using sampling units (SU) of 0.5°, just 21 reach appropriate collection density and sampling completeness, and the average number of records per species per SU is only 1.84. Species richness (observed and estimated) and endemism figures per country are provided. Benin, Cameroon, Gabon, Ivory Coast and Liberia appear as the botanically best-explored countries, but none are optimally explored. Forests in the region contain 15,387 vascular plant species, of which 3013 are trees, representing 5–7% of the estimated world's tropical tree flora. The central African forests have the highest endemism rate across Africa, with approximately 30% of species being endemic. The botanical exploration of tropical Africa is far from complete, underlining the need for intensified inventories and digitization. We propose priority target areas for future sampling efforts, mainly focused on Tanzania, Atlantic Central Africa and West Africa. The observed number of tree species for African forests is smaller than those estimated from global tree data, suggesting that a significant number of species are yet to be discovered. Our data provide a solid basis for a more sustainable management and improved conservation of tropical Africa's unique flora, and is important for achieving Objective 1 of the Global Strategy for Plant Conservation 2011–2020."	"15"	"1"	"15"	NA	NA	NA	"10.1186/s12915-017-0356-8"	NA	"pubid: puFLaqDw8dcC"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Synthesis centres: Their relevance to and importance in the anthropocene"	"Specht, Alison"	NA	"Terrestrial ecosystem research infrastructures: challenges and opportunities"	"Chabbi, A. ; Loescher, H."	"In a world where there is increasing demand for solutions to urgent and complex ecological questions requiring multidisciplinary participation and transdisciplinary insight, but where the abundance of information has become overwhelming, the analysis and synthesis centre has emerged recently as an effective and arguably indispensible tool. Using staff with multidimensional skills and considerable experience, the synthesis centre provides a supportive environment for groups of people with diverse disciplinary, organisational, cultural and geographical origins to work together using existing data to address big science questions. It fills a niche in timepressed and discipline-centred lives, enabling wisdom to be drawn from a heterogeneous mass of data. The successful performance of synthesis centres depends on a unique marriage of knowledge of learning, collaboration and teamwork behaviours, data management expertise (including legal aspects) and scientific understanding, coupled with the knowledge of national and international scientific and organisational landscapes. The synthesis centre approach, described in this chapter, has proved to be remarkably successful, with high publication output and citation rates, and the delivery of many data packages for future use. Participation in a synthesis centre provides users with a uniquely stimulating experience and enables them to forge new and strong professional relationships. Without such centres, transdisciplinary insights will continue to be limited to existing partnerships and short-term goals and will lack the probity that original work on data and information can provide. Synthesis centres: their relevance to and importance in the anthropocene. | Request PDF. Available from: https://www.researchgate.net/publication/316276212<sub>S</sub>ynthesis<sub>c</sub>entresₜheir<sub>r</sub>elevanceₜoₐnd<sub>i</sub>mportance<sub>i</sub>nₜheₐnthropocene [accessed Jul 22 2018]."	NA	NA	"469–488"	"CRC Press"	"Boca Raton"	NA	NA	NA	"pubid: NnTm98qLMbgC"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Chapter 4.4 - The biota of intermittent rivers and ephemeral streams: Terrestrial and semiaquatic invertebrates"	"Steward, Alisha L. ; Langhans, Simone D. ; Corti, Roland ; Datry, Thibault"	NA	"Intermittent rivers and ephemeral streams"	"Datry, Thibault ; Bonada, Núria ; Boulton, Andrew J."	"Intermittent rivers and ephemeral streams (IRES) can support a diverse and often abundant terrestrial and semiaquatic invertebrate (TSAI) fauna. This fauna can inhabit the shoreline, the surface of exposed gravel bars, unsaturated gravels, dry riverbeds, riparian zones, and floodplains. TSAI communities are typically dominated by ground-dwelling beetles, ants, and spiders, but many other taxonomic groups are represented. Much less is known about the species composition and ecological roles of TSAIs of IRES than their aquatic counterparts. In this chapter, we discuss the habitat requirements of TSAI fauna, as well as their taxonomic and functional diversity. We describe approaches to sampling them and the collection equipment required, the adaptations of IRES invertebrates to flow intermittence, and their roles in processing organic matter and nutrients. Finally, we identify threats to TSAI communities, outline existing knowledge gaps, and suggest how to manage IRES ecosystems to conserve or restore TSAI biodiversity. The explicit inclusion of IRES in management and legislation will help safeguard the diversity of TSAIs. © 2017 Copyright"	NA	NA	"245–271"	"Ecology and Management"	"Academic Press"	NA	NA	"http://dx.doi.org/10.1016/B978-0-12-803835-2.00008-5"	"pubid: h9G0ZmjYpDoC"
"DAFNEE"	"CESAB"	"bookSection"	"2017"	"Chapter 4.3 - The biota of intermittent rivers and ephemeral streams: aquatic invertebrates"	"Stubbington, R. ; Bogan, Michael T. ; Bonada, Núria ; Boulton, Andrew J. ; Datry, Thibault ; Leigh, Catherine ; Vander Vorste, Ross"	NA	"Intermittent rivers and ephemeral streams"	"Datry, Thibault ; Bonada, Núria ; Boulton, Andrew J."	NA	NA	NA	"217–243"	"Ecology and Management"	"Academic Press"	NA	NA	NA	"pubid: CMPXdcK5v8EC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"A common toolbox to understand, monitor or manage rarity? A response to Carmona et al."	"Violle, Cyrille ; Thuiller, Wilfried ; Mouquet, Nicolas ; Munoz, François ; Kraft, Nathan J. B. ; Cadotte, Marc W. ; Livingstone, Stuart W. ; Grenié, Matthias ; Mouillot, David"	"Trends in Ecology & Evolution"	NA	NA	NA	"32"	"12"	"891–893"	NA	NA	NA	"10.1016/j.tree.2017.10.001"	"http://dx.doi.org/10.1016/j.tree.2017.10.001"	"pubid: 6pF0wJmtdfAC"
"DAFNEE"	"CESAB"	"journalArticle"	"2017"	"Functional rarity: The ecology of outliers"	"Violle, Cyrille ; Thuiller, Wilfried ; Mouquet, Nicolas ; Munoz, François ; Kraft, Nathan J. B. ; Cadotte, Marc W. ; Livingstone, Stuart W. ; Mouillot, David"	"Trends in Ecology & Evolution"	NA	NA	"Rarity has been a central topic for conservation and evolutionary biologists aiming to determine the species characteristics that cause extinction risk. More recently, beyond the rarity of species, the rarity of functions or functional traits, called functional rarity, has gained momentum in helping to understand the impact of biodiversity decline on ecosystem functioning. However, a conceptual framework for defining and quantifying functional rarity is still lacking. We introduce 12 different forms of functional rarity along gradients of species scarcity and trait distinctiveness. We then highlight the potential key role of functional rarity in the long-term and large-scale maintenance of ecosystem processes, as well as the necessary linkage between functional and evolutionary rarity."	"32"	"5"	"356–367"	NA	NA	NA	"10.1016/j.tree.2017.02.002"	"http://www.sciencedirect.com/science/article/pii/S0169534717300381"	"pubid: oXKBmVzQOggC"
"DAFNEE"	"CESAB"	"book"	"2018"	"Organic sovereignties: Struggles over farming in an age of free trade"	"Aistara, Guntra A."	NA	NA	NA	NA	NA	NA	NA	"University of Washington Press"	"Seattle, USA"	NA	NA	"https://uwapress.uw.edu/book/9780295743110/organic-sovereignties/"	"pubid: rDsFeusoTZkC"
"DAFNEE"	"CESAB"	"journalArticle"	"2018"	"Forest humus forms as a playground for studying aboveground-belowground relationships: Part 1, Theoretical backgrounds"	"Aubert, Michaël ; Bureau, Fabrice"	"Applied Soil Ecology"	NA	NA	"Within the context of soil biodiversity erosion and of soil recognition as a non-renewable resource i.e., not recoverable within a human lifespan, we mix theoretical backgrounds from community ecology and functional ecology to address links between aboveground diversity and belowground diversity and their functional consequences for soil. We develop a working hypothesis, for future research, stating that the best performance of the soil-plant interface (i.e., high organic matter recycling, low losses of biogenic elements, and plant productivity) is achieved when all communities (plant and soil biota) have reached a similar organizational pattern based on species assemblages, limiting functional traits similarity, and maximizing complementary traits. We conclude that the humus system is the best candidate for testing this hypothesis."	"123"	"September 2017"	"391–397"	NA	NA	NA	"10.1016/j.apsoil.2017.09.004"	"https://doi.org/10.1016/j.apsoil.2017.09.004"	"pubid: WM2K3OHRCGMC"
"DAFNEE"	"CESAB"	"journalArticle"	"2018"	"Intraspecific body size variability in soil organisms at a European scale: Implications for functional biogeography"	"Bonfanti, Jonathan ; Hedde, Mickaël ; Joimel, Sophie ; Krogh, Paul Henning ; Violle, Cyrille ; Nahmani, Johanne ; Cortet, Jérôme"	"Functional Ecology"	NA	NA	"1. Investigating the functional facet of biodiversity provides ecologists with a deeper understanding of community assembly and ecosystem processes, from local to biogeographical scales. A central assumption in functional ecology is that inter- specific trait variability is higher than intraspecific variability. The “stable species hierarchy” hypothesis states that for similar species found in different environ- mental conditions, their species trait ranking is conserved. In this study, we ap- plied this trait hierarchy concept prevalent in plant ecology to the growing field of soil functional ecology, for which newly developed trait databases are being increasingly used. However, to date there have been few attempts to test for patterns of intraspecific trait variability (ITV) in these databases. 2. We thus aimed to characterize how such patterns might influence (a) a species hierarchy based on trait values and (b) the conclusions of a trait-based analysis at a community level. To examine this, we used Collembola body size data (extracted from the BETSI database) as model trait. The source consisted of four regional trait datasets (Poland, Scandinavia, Spain and UK) and one dataset for which species traits are defined at a continental (European) scale. 3. We found that, firstly, species were consistently ranked in all the trait datasets, although slight differences were observed between continental and northern European (i.e. Scandinavia and UK) trait datasets. In the two northern datasets, body size was higher (ca. 10%), indicating an intraspecific body size gradient from temperate to colder northern regions that we assumed could be explained by latitudinal patterns. 4. Secondly, using selected published species abundance matrices (from experimen- tal studies), we calculated the community-weighted mean body size using various trait datasets. The findings showed that the slight discrepancies observed between trait datasets can lead to different conclusions. 5. This work confirms that properly defining the extent of ITV in databases is of pri- mary importance to ensure robust conclusions. This is particularly important for databases hosting large-scale data that might be influenced by biogeographical patterns as latitudinal gradients. We recommend using a local regional trait data- set when available or, if not, a continental trait dataset. As trait databases are now commonly used tools for performing trait-based analyses, it is crucial to carefully select the data used to make inferences."	"32"	"11"	"2562–2570"	NA	NA	NA	"10.1111/1365-2435.13194"	NA	"pubid: jRIwE-1ttnoC"
"DAFNEE"	"CESAB"	"journalArticle"	"2018"	"Trait matching and phylogeny as predictors of predator–prey interactions involving ground beetles"	"Brousseau, Pierre Marc ; Gravel, Dominique ; Handa, I. Tanya"	"Functional Ecology"	NA	NA	"1. With global change modifying species assemblages, our success in predicting ecosystem-level consequences of these new communities will depend, in part, on our ability to understand biotic interactions. Current food web theory considers interactions between numerous species simultaneously, but descriptive models are unable to predict interactions between newly co-occurring species. Incorporating proxies such as functional traits and phylogeny into models could help infer preda-tor/prey interactions. 2. Here, we used trait matching between predator feeding traits and prey vulnerability traits, along with phylogeny (used as a proxy for chemical defence and other traits difficult to document), to infer predatory interactions using ground beetles as model organisms. 3. A feeding experiment was conducted involving 20 ground beetle and 115 prey species to determine which pair of species did or did not interact. Eight predator and four prey functional traits were measured directly on specimens. Then, using a modelling approach based on the matching-centrality formalism, we evaluated 511 predictive ecological models that tested different combinations of all predator and prey functional traits, and phylogenetic information. 4. The most parsimonious model accurately predicted 81% of the observed realized and unrealized interactions, using phylogenetic information and the trait-matches predator biting force/prey cuticular toughness and predator/prey body size ratio. The best trait-based models predicted correctly ¿80% which species interact (real-ized interactions), but predict ¡58% of which species did not interact (unrealized interactions). Adding a phylogenetic term representing the evolutionary distance within each trophic level increased the ability to predict which species did not interact to ¿75%. 5. The matching of predator biting force and prey cuticular toughness demonstrated a better predictive power than the commonly used predator/prey body size ratio. Our novel model combining both functional traits and phylogeny extends beyond existing descriptive approaches and could represent a valuable tool to predict con-sumer/resource interactions of newly introduced species and to resolve cryptic food webs. K E Y W O R D S food web, functional traits, matching-centrality formalism, networks, trophic interactions"	"32"	"1"	"192–202"	NA	NA	NA	"10.1111/1365-2435.12943"	NA	"pubid: -38epGy1wY0C"
"DAFNEE"	"CESAB"	"journalArticle"	"2018"	"Functional traits modulate the response of alien plants along abiotic and biotic gradients"	"Carboni, Marta ; Calderon-Sanou, Irene ; Pollock, Laura J. ; Violle, Cyrille ; Consortium, DivGrass ; Thuiller, Wilfried"	"Global Ecology and Biogeography"	NA	NA	"Abstract Aim It is widely recognized that the prediction of invasion success at large biogeographical scales requires jointly accounting for alien species traits and local community filters, such as abiotic conditions, biotic interactions and propagule pressure. Despite this recognition, interactions between traits and community filters are generally neglected. Here, we aim to address this limitation by developing a hierarchical framework that builds on trait‐based theory to model occurrences of alien species as a function of spatially explicit variables, filtering invasions and their interactions with species traits."	"27"	"10"	"1173–1185"	NA	NA	NA	"10.1111/geb.12775"	NA	"pubid: KqW5XₒlkfQC"
